"","pe_class","enjoy_pe","veggies","fruit"
"2406",2,"1","2","2"
"2407",2,"5","3","4"
"2408",2,"1","2","3"
"2409",2,"6","2","2"
"2410",2,"5","1","2"
"2411",2,"3","2","2"
"2412",2,"3","4","2"
"2413",2,"5","1","2"
"2414",2,"3","1","2"
"2415",2,"1","2","2"
"2416",2,"6","2","3"
"2417",2,"1","1","1"
"2418",1,"5","2","3"
"2419",1,"3","5","7"
"2420",1,"2","7","1"
"2421",2,"1","2","3"
"2422",2,"1","4","5"
"2423",1,"4","2","3"
"2424",1,"6","1","6"
"2425",1,"5","2","5"
"2426",1,"5","2","4"
"2427",1,"5","4","5"
"2428",1,"5","2","5"
"2429",1,"5","2","1"
"2430",1,"5","2","5"
"2431",1,"4","1","4"
"2432",1,"4","2","3"
"2433",1,"5","3","6"
"2434",1,"5","2","6"
"2435",1,"2","2","6"
"2436",1,"5","2","2"
"2437",1,"5","2","5"
"2438",1,"5","4","5"
"2439",1,"4","4","5"
"2440",1,"5","5","7"
"2441",1,"4","1","5"
"2442",1,"4","1","4"
"2443",1,"6","2","3"
"2444",1,"4","3","2"
"2445",1,"4","4","7"
"2446",1,"5","2","5"
"2447",1,"4","2","2"
"2448",1,"6","3","7"
"2449",1,"5","4","4"
"2450",1,"5","2","5"
"2451",1,"2","2","6"
"2452",1,"4","3","2"
"2453",2,"5","1","2"
"2454",2,"5","1","2"
"2455",2,"6","2","4"
"2456",2,"5","4","6"
"2457",2,"6","1","6"
"2458",2,"4","2","2"
"2459",2,"5","1","5"
"2460",2,"6","1","3"
"2461",2,"6","2","2"
"2462",2,"5","1","5"
"2463",2,"6","2","3"
"2464",2,"5","1","2"
"2465",2,"1","2","2"
"2466",2,"1","1","6"
"2467",2,"1","2","7"
"2468",2,"6","1","2"
"2469",2,"6","1","2"
"2470",2,"6","2","5"
"2471",1,"4","3","2"
"2472",1,"1","1","1"
"2473",1,"3","2","6"
"2474",2,"5","2","7"
"2475",1,"5","2","1"
"2476",1,"5","1","3"
"2477",1,"5","4","5"
"2478",1,"3","4","2"
"2479",1,"3","4","6"
"2480",1,"4","2","6"
"2481",1,"4","2","5"
"2482",1,"4","3","4"
"2483",1,"5","2","4"
"2484",1,"5","2","7"
"2485",1,"5","3","7"
"2486",1,"3","2","2"
"2487",2,"5","2","3"
"2488",2,"5","1","6"
"2489",2,"4","1","2"
"2490",2,"5","2","3"
"2491",2,"4","1","3"
"2492",2,"","",""
"2493",2,"5","",""
"2494",2,"1","2","3"
"2495",2,"5","1","5"
"2496",1,"2","1","2"
"2497",2,"5","1","2"
"2498",2,"6","3","2"
"2499",2,"5","2","5"
"2500",1,"1","1","2"
"2501",2,"1","3","3"
"2502",2,"1","2","2"
"2503",2,"5","1","2"
"2504",2,"1","1","2"
"2505",1,"4","1","2"
"2506",2,"1","1","4"
"2507",1,"5","4","5"
"2508",2,"5","1","7"
"2509",1,"5","1","7"
"2510",0,"1","1","2"
"2511",2,"1","1","4"
"2512",2,"4","2","5"
"2513",1,"5","1","2"
"2514",1,"1","1","2"
"2515",2,"1","2","2"
"2516",2,"6","1","2"
"2517",2,"1","1","3"
"2518",2,"5","1","3"
"2519",2,"4","4","3"
"2520",2,"5","2","3"
"2521",2,"2","7","7"
"2522",2,"6","2","6"
"2523",2,"6","6","6"
"2524",2,"6","6","7"
"2525",2,"5","3","2"
"2526",2,"6","3","3"
"2527",2,"5","1","2"
"2528",2,"5","2","3"
"2529",2,"3","2","4"
"2530",2,"5","2","2"
"2531",2,"4","2","3"
"2532",2,"6","2","2"
"2533",2,"5","2","2"
"2534",2,"5","1","2"
"2535",2,"5","1","5"
"2536",2,"5","1","3"
"2537",2,"5","1","2"
"2538",2,"5","1","2"
"2539",2,"6","2","5"
"2540",2,"6","2","6"
"2541",2,"3","1","4"
"2542",2,"1","6","7"
"2543",2,"5","4","5"
"2544",2,"6","2","3"
"2545",2,"4","2","6"
"2546",2,"5","2","2"
"2547",2,"4","1","1"
"2548",2,"5","1","2"
"2549",2,"4","1","1"
"2550",2,"5","2","2"
"2551",2,"5","2","6"
"2552",2,"5","1","1"
"2553",2,"5","2","3"
"2554",2,"5","1","1"
"2555",2,"6","2","4"
"2556",2,"6","2","7"
"2557",2,"4","1","3"
"2558",2,"5","3","3"
"2559",2,"6","2","6"
"2560",2,"5","2","2"
"2561",2,"1","1","1"
"2562",2,"5","5","2"
"2563",1,"6","1","5"
"2564",2,"3","2","2"
"2565",2,"1","1","4"
"2566",2,"4","1","2"
"2567",2,"1","3","3"
"2568",2,"5","4","6"
"2569",2,"1","1","6"
"2570",2,"1","1","2"
"2571",2,"1","2","3"
"2572",2,"5","1","3"
"2573",2,"6","2","7"
"2574",2,"1","2","5"
"2575",1,"6","2","6"
"2576",2,"6","3","6"
"2577",2,"4","2","3"
"2578",1,"6","2","3"
"2579",1,"6","2","7"
"2580",2,"4","1","2"
"2581",2,"1","7","7"
"2582",2,"6","1","1"
"2583",2,"5","6","6"
"2584",2,"1","2","3"
"2585",2,"4","1","4"
"2586",1,"5","2","4"
"2587",2,"1","1","1"
"2588",2,"1","1","5"
"2589",2,"3","1","5"
"2590",1,"5","4","4"
"2591",2,"1","2","1"
"2592",2,"1","1","2"
"2593",2,"1","2","6"
"2594",2,"1","2","1"
"2595",2,"6","1","2"
"2596",2,"5","1","7"
"2597",1,"4","2","1"
"2598",2,"1","4","2"
"2599",2,"5","1","7"
"2600",1,"6","1","7"
"2601",1,"6","4","5"
"2602",2,"5","1","3"
"2603",2,"6","3","4"
"2604",2,"1","1","3"
"2605",0,"1","1","5"
"2606",2,"1","1","2"
"2607",2,"6","1","7"
"2608",2,"5","1","5"
"2609",2,"5","1","3"
"2610",2,"1","4","4"
"2611",2,"6","1","2"
"2612",2,"5","2","2"
"2613",2,"1","5","6"
"2614",2,"5","1","2"
"2615",2,"6","2","3"
"2616",2,"6","5","2"
"2617",2,"1","2","2"
"2618",2,"1","2","6"
"2619",2,"4","7","7"
"2620",2,"1","1","2"
"2621",2,"4","2","4"
"2622",2,"1","1","5"
"2623",1,"5","1","3"
"2624",1,"4","1","3"
"2625",1,"3","3","4"
"2626",1,"5","2","2"
"2627",1,"5","3","1"
"2628",1,"4","7","7"
"2629",1,"5","2","6"
"2630",1,"4","4","4"
"2631",1,"5","2","5"
"2632",1,"6","2","5"
"2633",1,"6","1","2"
"2634",1,"6","2","2"
"2635",1,"5","5","6"
"2636",1,"6","1","2"
"2637",1,"5","2","1"
"2638",1,"5","1","3"
"2639",1,"4","2","3"
"2640",1,"5","1","5"
"2641",1,"5","4","6"
"2642",1,"6","2","5"
"2643",1,"6","7","7"
"2644",1,"5","3","7"
"2645",2,"4","1","2"
"2646",1,"4","3","7"
"2647",1,"5","1","2"
"2648",1,"6","1","4"
"2649",1,"4","1","2"
"2650",1,"5","2","2"
"2651",2,"1","1","7"
"2652",2,"1","1","2"
"2653",2,"1","2","5"
"2654",1,"4","",""
"2655",1,"1","",""
"2656",2,"4","2","5"
"2657",1,"5","6","3"
"2658",2,"1","1","2"
"2659",2,"1","2","2"
"2660",2,"1","1","5"
"2661",2,"5","4","5"
"2662",1,"5","",""
"2663",1,"4","",""
"2664",2,"3","1","2"
"2665",2,"3","1","6"
"2666",1,"4","1","2"
"2667",1,"4","3","6"
"2668",1,"5","3","6"
"2669",1,"5","3","4"
"2670",1,"6","3","4"
"2671",1,"3","3","5"
"2672",1,"3","4","5"
"2673",1,"5","1","2"
"2674",1,"5","2","6"
"2675",2,"6","1","3"
"2676",2,"5","2","6"
"2677",2,"5","1","2"
"2678",2,"5","2","2"
"2679",2,"5","1","2"
"2680",2,"4","1","2"
"2681",2,"5","2","2"
"2682",2,"6","2","6"
"2683",2,"5","6","7"
"2684",2,"4","2","3"
"2685",2,"5","1","3"
"2686",2,"5","1","2"
"2687",2,"5","2","2"
"2688",2,"4","2","3"
"2689",2,"4","1","2"
"2690",2,"3","2","2"
"2691",2,"1","1","4"
"2692",2,"4","1","1"
"2693",2,"1","2","4"
"2694",2,"1","1","2"
"2695",2,"3","2","4"
"2696",2,"5","4","5"
"2697",2,"5","4","5"
"2698",2,"1","2","3"
"2699",2,"4","",""
"2700",2,"4","2","2"
"2701",2,"1","4","6"
"2702",2,"1","2","3"
"2703",2,"4","4","7"
"2704",1,"6","1","3"
"2705",2,"4","2","5"
"2706",2,"4","7","6"
"2707",2,"3","2","3"
"2708",2,"5","1","2"
"2709",2,"1","4","5"
"2710",2,"1","1","4"
"2711",2,"1","1","4"
"2712",2,"5","4","7"
"2713",2,"6","4","6"
"2714",1,"3","1","2"
"2715",1,"6","2","2"
"2716",2,"5","2","7"
"2717",2,"1","1","2"
"2718",2,"1","1","1"
"2719",1,"3","1","1"
"2720",2,"1","1","5"
"2721",2,"1","1","2"
"2722",2,"1","1","3"
"2723",2,"6","3","6"
"2724",2,"6","7","5"
"2725",2,"6","1","5"
"2726",2,"6","1","3"
"2727",2,"5","1","2"
"2728",1,"5","1","1"
"2729",1,"4","1","1"
"2730",1,"5","2","4"
"2731",1,"4","2","4"
"2732",1,"5","1","2"
"2733",2,"6","1","3"
"2734",2,"5","1","6"
"2735",2,"4","2","2"
"2736",2,"6","2","2"
"2737",2,"1","2","4"
"2738",2,"1","1","4"
"2739",1,"6","2","3"
"2740",2,"5","2","2"
"2741",2,"1","2","2"
"2742",2,"1","1","1"
"2743",2,"1","1","2"
"2744",2,"1","1","2"
"2745",2,"4","1","2"
"2746",2,"5","1","6"
"2747",2,"5","2","2"
"2748",2,"1","1","2"
"2749",1,"3","1","2"
"2750",2,"1","1","4"
"2751",2,"1","2","5"
"2752",2,"5","2","3"
"2753",2,"5","2","6"
"2754",2,"1","1","2"
"2755",2,"6","2","2"
"2756",2,"1","1","3"
"2757",2,"5","1","6"
"2758",1,"1","4","2"
"2759",2,"1","2","1"
"2760",2,"4","1","4"
"2761",0,"5","1","3"
"2762",2,"1","3","6"
"2763",1,"4","4","5"
"2764",2,"1","2","3"
"2765",2,"5","2","3"
"2766",1,"5","2","2"
"2767",1,"6","4","2"
"2768",1,"4","","2"
"2769",1,"","4","6"
"2770",1,"5","4","6"
"2771",1,"4","2","3"
"2772",1,"4","1","3"
"2773",1,"3","1","2"
"2774",1,"5","2","4"
"2775",1,"4","2","4"
"2776",2,"5","3","3"
"2777",2,"2","2","4"
"2778",1,"5","2","7"
"2779",1,"5","",""
"2780",1,"2","2","2"
"2781",1,"3","4","6"
"2782",1,"4","1","1"
"2783",2,"4","1","4"
"2784",2,"6","2","1"
"2785",2,"5","2","2"
"2786",1,"6","3","3"
"2787",2,"6","1","7"
"2788",2,"6","1","2"
"2789",2,"5","2","3"
"2790",2,"6","1","3"
"2791",1,"5","2","7"
"2792",2,"6","1","3"
"2793",2,"6","1","7"
"2794",2,"1","2","1"
"2795",2,"4","1","4"
"2796",2,"6","1","2"
"2797",2,"6","1","1"
"2798",2,"5","5","6"
"2799",2,"5","3","1"
"2800",2,"5","2","3"
"2801",2,"4","1","2"
"2802",2,"5","1","5"
"2803",2,"4","2","2"
"2804",2,"5","1","1"
"2805",2,"6","1","1"
"2806",2,"5","1","2"
"2807",2,"6","1","2"
"2808",2,"6","","2"
"2809",2,"5","1","2"
"2810",2,"5","2","3"
"2811",2,"1","2","2"
"2812",1,"5","1","3"
"2813",1,"5","",""
"2814",2,"4","2","1"
"2815",2,"5","3","5"
"2816",2,"4","1","2"
"2817",2,"1","2","4"
"2818",2,"5","1","1"
"2819",1,"6","2","6"
"2820",2,"1","2","2"
"2821",2,"5","1","2"
"2822",2,"6","2","4"
"2823",2,"2","2","2"
"2824",2,"4","1","3"
"2825",1,"6","1","6"
"2826",2,"5","1","2"
"2827",2,"5","2","7"
"2828",1,"5","1","3"
"2829",2,"4","1","2"
"2830",2,"1","1","2"
"2831",2,"1","3","1"
"2832",2,"6","1","6"
"2833",2,"4","1","3"
"2834",2,"1","1","2"
"2835",2,"5","1","2"
"2836",1,"3","1","4"
"2837",1,"5","1","2"
"2838",2,"5","1","3"
"2839",2,"6","1","7"
"2840",2,"1","2","2"
"2841",1,"3","1","2"
"2842",2,"4","1","6"
"2843",2,"1","2","2"
"2844",1,"5","1","2"
"2845",2,"1","1","1"
"2846",1,"1","1","1"
"2847",2,"3","1","2"
"2848",2,"5","1","3"
"2849",0,"","4","1"
"2850",2,"5","6","6"
"2851",2,"5","3","5"
"2852",2,"5","2","3"
"2853",2,"4","1","6"
"2854",2,"4","1","6"
"2855",2,"4","2","6"
"2856",2,"4","2","5"
"2857",2,"4","1","2"
"2858",2,"5","4","4"
"2859",2,"5","6","3"
"2860",2,"6","1","7"
"2861",2,"4","3","3"
"2862",2,"5","3","2"
"2863",2,"5","4","6"
"2864",2,"4","1","2"
"2865",2,"4","2","5"
"2866",1,"1","2","4"
"2867",2,"4","4","6"
"2868",2,"5","1","4"
"2869",2,"3","2","4"
"2870",2,"5","2","6"
"2871",2,"1","2","1"
"2872",2,"5","1","3"
"2873",2,"1","3","7"
"2874",1,"5","4","2"
"2875",1,"5","3","2"
"2876",2,"5","3","2"
"2877",2,"1","2","2"
"2878",2,"4","1","4"
"2879",2,"5","1","2"
"2880",2,"5","7","7"
"2881",2,"4","1","3"
"2882",2,"5","2","3"
"2883",2,"3","1","3"
"2884",2,"4","1","7"
"2885",2,"5","","2"
"2886",2,"4","2","3"
"2887",2,"1","4","5"
"2888",2,"5","1","5"
"2889",2,"5","7","7"
"2890",2,"5","7","7"
"2891",2,"5","1","2"
"2892",2,"6","2","5"
"2893",2,"5","2","3"
"2894",2,"5","2","3"
"2895",2,"6","3","3"
"2896",2,"6","2","6"
"2897",2,"6","1","5"
"2898",2,"3","1","3"
"2899",2,"4","1","2"
"2900",2,"6","1","3"
"2901",2,"5","2","4"
"2902",1,"6","2","7"
"2903",2,"5","1","3"
"2904",2,"4","1","3"
"2905",2,"5","2","4"
"2906",2,"5","7","7"
"2907",2,"5","3","6"
"2908",2,"6","3","6"
"2909",2,"5","2","3"
"2910",2,"5","2","2"
"2911",2,"5","3","3"
"2912",2,"6","4","5"
"2913",2,"1","1","3"
"2914",1,"6","1","5"
"2915",2,"5","1","1"
"2916",2,"6","1","2"
"2917",2,"5","3","3"
"2918",2,"5","1","6"
"2919",2,"6","3","3"
"2920",2,"4","1","3"
"2921",2,"5","2","6"
"2922",2,"6","2","6"
"2923",2,"4","2","3"
"2924",2,"4","1","2"
"2925",2,"5","1","5"
"2926",2,"6","1","2"
"2927",2,"1","2","5"
"2928",2,"6","1","2"
"2929",2,"6","1","2"
"2930",2,"4","1","5"
"2931",2,"1","4","2"
"2932",2,"1","3","6"
"2933",2,"6","3","3"
"2934",2,"5","1","6"
"2935",2,"2","2","3"
"2936",2,"4","2","2"
"2937",2,"6","2","2"
"2938",1,"2","3","5"
"2939",1,"2","2","1"
"2940",1,"6","2","6"
"2941",2,"3","1","1"
"2942",2,"1","6","6"
"2943",2,"1","3","5"
"2944",2,"4","2","2"
"2945",2,"1","1","2"
"2946",2,"6","3","3"
"2947",2,"3","4","6"
"2948",2,"4","1","1"
"2949",2,"1","1","2"
"2950",2,"1","1","1"
"2951",2,"5","2","2"
"2952",2,"1","1","2"
"2953",2,"5","2","3"
"2954",2,"1","2","3"
"2955",1,"6","3","3"
"2956",1,"4","3","2"
"2957",1,"6","1","5"
"2958",1,"4","1","2"
"2959",1,"5","4","4"
"2960",2,"5","1","2"
"2961",2,"3","4","4"
"2962",2,"2","2","6"
"2963",2,"1","1","2"
"2964",2,"4","2","5"
"2965",2,"2","1","1"
"2966",2,"5","4","5"
"2967",1,"6","5","7"
"2968",1,"2","2","3"
"2969",1,"5","1","1"
"2970",1,"5","2","2"
"2971",1,"1","2","2"
"2972",2,"6","2","3"
"2973",1,"5","2","3"
"2974",1,"6","1","3"
"2975",1,"3","2","1"
"2976",1,"5","2","5"
"2977",1,"5","1","2"
"2978",1,"3","2","3"
"2979",1,"4","1","2"
"2980",1,"5","2","4"
"2981",1,"5","1","5"
"2982",1,"4","1","2"
"2983",1,"4","1","2"
"2984",1,"4","2","3"
"2985",1,"3","2","4"
"2986",1,"3","2","5"
"2987",1,"4","1","1"
"2988",1,"2","1","2"
"2989",2,"2","2","6"
"2990",2,"1","1","1"
"2991",1,"4","1","4"
"2992",2,"4","1","1"
"2993",2,"1","2","3"
"2994",1,"5","3","6"
"2995",1,"5","1","5"
"2996",1,"4","1","2"
"2997",1,"5","2","4"
"2998",1,"5","3","4"
"2999",1,"5","3","2"
"3000",1,"5","5","4"
"3001",1,"6","1","4"
"3002",0,"5","5","4"
"3003",1,"6","2","4"
"3004",1,"6","2","1"
"3005",1,"4","2","3"
"3006",1,"5","2","2"
"3007",1,"2","1","3"
"3008",1,"2","2","2"
"3009",1,"4","3","4"
"3010",2,"4","2","2"
"3011",1,"6","1","2"
"3012",1,"4","1","6"
"3013",2,"6","1","4"
"3014",1,"1","2","2"
"3015",1,"2","1","3"
"3016",1,"5","1","2"
"3017",1,"6","1","2"
"3018",1,"5","2","4"
"3019",1,"5","2","4"
"3020",1,"3","3","3"
"3021",1,"5","1","2"
"3022",2,"3","2","3"
"3023",2,"1","2","3"
"3024",2,"1","2","3"
"3025",2,"1","1","5"
"3026",1,"5","2","5"
"3027",1,"2","1","1"
"3028",2,"5","1","7"
"3029",2,"6","1","2"
"3030",2,"4","1","2"
"3031",2,"1","2","1"
"3032",2,"1","2","2"
"3033",2,"5","3","2"
"3034",2,"4","2","5"
"3035",2,"5","2","5"
"3036",2,"3","1","3"
"3037",2,"2","1","2"
"3038",2,"6","2","2"
"3039",2,"1","1","2"
"3040",2,"1","2","2"
"3041",1,"6","2","2"
"3042",2,"4","3","5"
"3043",1,"4","4","1"
"3044",1,"4","7","7"
"3045",1,"4","2","3"
"3046",1,"4","1","2"
"3047",2,"1","1","1"
"3048",1,"2","1","1"
"3049",2,"5","3","3"
"3050",1,"6","1","2"
"3051",2,"4","1","1"
"3052",2,"5","2","2"
"3053",1,"2","2","3"
"3054",1,"4","1","7"
"3055",1,"2","1","7"
"3056",1,"5","2","7"
"3057",1,"6","1","2"
"3058",1,"4","1","5"
"3059",1,"5","2","7"
"3060",1,"6","1","2"
"3061",1,"4","2","3"
"3062",1,"4","2","1"
"3063",1,"5","1","2"
"3064",1,"6","2","3"
"3065",1,"5","5","2"
"3066",1,"5","5","5"
"3067",1,"5","2","3"
"3068",1,"4","1","5"
"3069",1,"5","4","5"
"3070",1,"2","2","6"
"3071",1,"4","4","6"
"3072",1,"6","3","6"
"3073",1,"5","2","3"
"3074",1,"5","1","2"
"3075",1,"6","1","3"
"3076",1,"6","2","6"
"3077",2,"1","1","2"
"3078",2,"1","2","2"
"3079",2,"1","1","3"
"3080",1,"5","1","2"
"3081",1,"6","2","3"
"3082",2,"5","3","3"
"3083",1,"5","2","3"
"3084",2,"6","3","2"
"3085",1,"6","1","2"
"3086",1,"4","1","2"
"3087",2,"3","1","4"
"3088",1,"5","2","2"
"3089",2,"4","2","2"
"3090",2,"4","1","3"
"3091",1,"5","1","4"
"3092",2,"5","1","3"
"3093",1,"5","5","7"
"3094",1,"6","2","3"
"3095",1,"2","2","2"
"3096",2,"1","1","1"
"3097",1,"5","2","2"
"3098",2,"1","1","1"
"3099",1,"4","1","1"
"3100",1,"5","1","4"
"3101",1,"5","1","5"
"3102",1,"6","4","4"
"3103",1,"4","6","7"
"3104",1,"5","3","2"
"3105",1,"4","4","5"
"3106",1,"3","1","1"
"3107",1,"5","1","5"
"3108",1,"5","2","2"
"3109",1,"5","1","2"
"3110",1,"6","1","2"
"3111",1,"5","2","3"
"3112",1,"6","2","1"
"3113",1,"5","2","6"
"3114",1,"5","2","3"
"3115",1,"5","2","5"
"3116",1,"5","1","3"
"3117",1,"5","1","2"
"3118",1,"4","1","1"
"3119",1,"6","1","3"
"3120",1,"5","1","4"
"3121",2,"4","2","2"
"3122",2,"5","3","4"
"3123",2,"3","1","2"
"3124",2,"2","1","3"
"3125",2,"4","1","2"
"3126",2,"5","3","2"
"3127",1,"5","1","4"
"3128",2,"6","5","3"
"3129",1,"6","2","3"
"3130",2,"1","4","4"
"3131",1,"6","1","2"
"3132",2,"6","1","2"
"3133",1,"5","2","3"
"3134",1,"6","3","4"
"3135",2,"5","2","2"
"3136",2,"1","2","4"
"3137",2,"1","2","2"
"3138",2,"6","1","2"
"3139",2,"4","3","2"
"3140",2,"1","1","2"
"3141",2,"1","1","5"
"3142",2,"6","2","5"
"3143",2,"1","2","1"
"3144",1,"5","1","2"
"3145",1,"6","2","2"
"3146",2,"1","2","5"
"3147",2,"1","1","2"
"3148",2,"1","3","2"
"3149",2,"1","2","2"
"3150",2,"1","2","3"
"3151",2,"1","4","3"
"3152",2,"1","",""
"3153",0,"","1","1"
"3154",2,"4","1","2"
"3155",2,"1","1","1"
"3156",0,"","5","4"
"3157",2,"1","1","1"
"3158",2,"5","2","3"
"3159",2,"1","6","6"
"3160",2,"3","2","1"
"3161",2,"1","3","5"
"3162",2,"1","2","1"
"3163",2,"1","2","4"
"3164",1,"6","1","2"
"3165",1,"4","1","2"
"3166",1,"6","2","2"
"3167",2,"5","2","3"
"3168",1,"6","3","5"
"3169",2,"4","5","7"
"3170",2,"1","2","2"
"3171",2,"1","2","2"
"3172",2,"5","2","3"
"3173",1,"5","4","4"
"3174",2,"4","1","3"
"3175",2,"5","1","2"
"3176",1,"6","2","3"
"3177",2,"1","1","4"
"3178",1,"6","2","5"
"3179",2,"1","7","2"
"3180",2,"3","1","2"
"3181",1,"6","1","5"
"3182",1,"6","3","3"
"3183",1,"4","4","3"
"3184",1,"5","1","1"
"3185",1,"6","2","3"
"3186",1,"5","3","2"
"3187",1,"5","1","1"
"3188",2,"","2","2"
"3189",1,"3","2","2"
"3190",2,"5","3","6"
"3191",1,"5","3","2"
"3192",1,"6","1","2"
"3193",1,"5","2","2"
"3194",1,"6","1","4"
"3195",2,"1","3","2"
"3196",1,"1","2","2"
"3197",2,"1","1","2"
"3198",2,"6","2","1"
"3199",2,"4","3","7"
"3200",2,"1","2","2"
"3201",2,"5","2","7"
"3202",2,"6","1","5"
"3203",2,"1","2","2"
"3204",2,"1","1","1"
"3205",2,"1","",""
"3206",2,"6","2","4"
"3207",2,"5","3","1"
"3208",2,"1","1","2"
"3209",2,"1","1","5"
"3210",1,"2","4","6"
"3211",2,"1","7","7"
"3212",2,"5","1","2"
"3213",2,"6","1","5"
"3214",2,"6","2","6"
"3215",2,"6","7","2"
"3216",2,"5","4","6"
"3217",1,"4","2","1"
"3218",2,"5","1","4"
"3219",2,"2","1","2"
"3220",2,"5","3","4"
"3221",2,"6","1","2"
"3222",1,"6","2","3"
"3223",2,"5","5","4"
"3224",1,"5","1","2"
"3225",1,"5","3","7"
"3226",2,"1","1","1"
"3227",2,"1","2","2"
"3228",2,"4","1","3"
"3229",1,"6","1","2"
"3230",2,"3","2","3"
"3231",2,"5","2","2"
"3232",2,"1","2","2"
"3233",2,"4","1","7"
"3234",1,"5","1","5"
"3235",1,"5","2","4"
"3236",1,"6","4","2"
"3237",1,"4","1","2"
"3238",1,"3","2","2"
"3239",1,"5","1","2"
"3240",1,"4","1","2"
"3241",1,"4","5","5"
"3242",1,"3","1","2"
"3243",1,"5","2","5"
"3244",1,"6","4","4"
"3245",2,"1","1","3"
"3246",1,"5","2","3"
"3247",2,"1","5","5"
"3248",2,"1","2","3"
"3249",2,"6","5","5"
"3250",2,"1","1","2"
"3251",1,"6","1","2"
"3252",2,"6","4","7"
"3253",0,"","3","2"
"3254",1,"6","1","2"
"3255",2,"5","2","2"
"3256",2,"1","2","2"
"3257",2,"1","1","3"
"3258",2,"4","1","2"
"3259",2,"1","1","3"
"3260",2,"5","1","2"
"3261",1,"6","1","1"
"3262",2,"1","1","1"
"3263",2,"1","1","2"
"3264",1,"6","2","2"
"3265",1,"5","3","5"
"3266",2,"1","4","2"
"3267",2,"2","1","6"
"3268",2,"6","2","3"
"3269",2,"4","5","2"
"3270",2,"3","1","1"
"3271",1,"5","4","2"
"3272",2,"4","4","7"
"3273",1,"2","5","5"
"3274",2,"2","1","2"
"3275",1,"6","6","2"
"3276",2,"1","3","3"
"3277",2,"2","1","5"
"3278",2,"3","1","2"
"3279",2,"1","2","6"
"3280",2,"6","1","1"
"3281",1,"5","2","5"
"3282",1,"4","3","2"
"3283",1,"5","4","4"
"3284",1,"5","2","7"
"3285",2,"1","2","5"
"3286",2,"2","2","3"
"3287",1,"5","1","4"
"3288",1,"5","2","7"
"3289",1,"4","2","2"
"3290",1,"5","3","4"
"3291",1,"6","2","3"
"3292",2,"6","4","2"
"3293",2,"6","1","3"
"3294",2,"6","6","6"
"3295",2,"1","4","5"
"3296",2,"6","1","2"
"3297",2,"1","1","2"
"3298",2,"4","1","5"
"3299",2,"1","2","3"
"3300",2,"5","2","3"
"3301",1,"5","1","3"
"3302",2,"1","1","2"
"3303",1,"6","4","6"
"3304",2,"1","2","3"
"3305",2,"1","2","2"
"3306",2,"1","1","2"
"3307",2,"1","1","5"
"3308",2,"1","1","5"
"3309",1,"6","1","4"
"3310",2,"5","1","1"
"3311",2,"5","1","7"
"3312",1,"6","1","4"
"3313",2,"1","2","3"
"3314",1,"5","2","2"
"3315",2,"1","7","7"
"3316",2,"2","2","2"
"3317",1,"5","1","5"
"3318",1,"6","3","5"
"3319",2,"1","3","2"
"3320",1,"5","1","7"
"3321",2,"1","2","3"
"3322",1,"5","1","2"
"3323",1,"4","3","6"
"3324",2,"1","2","3"
"3325",1,"5","2","2"
"3326",1,"3","1","2"
"3327",1,"6","2","6"
"3328",2,"1","3","5"
"3329",1,"4","2","3"
"3330",1,"6","5","7"
"3331",1,"5","2","3"
"3332",1,"5","1","2"
"3333",1,"6","4","6"
"3334",1,"4","2","4"
"3335",1,"4","4","2"
"3336",1,"5","1","5"
"3337",1,"5","1","3"
"3338",1,"4","4","5"
"3339",1,"5","1","5"
"3340",2,"6","2","3"
"3341",2,"4","2","5"
"3342",2,"1","3","6"
"3343",1,"6","",""
"3344",2,"3","2","2"
"3345",1,"6","1","1"
"3346",2,"5","1","5"
"3347",2,"5","1","6"
"3348",2,"6","2","6"
"3349",1,"5","4","4"
"3350",1,"5","2","7"
"3351",2,"5","4","5"
"3352",2,"1","2","6"
"3353",2,"3","1","2"
"3354",2,"4","1","3"
"3355",2,"3","2","3"
"3356",2,"4","2","2"
"3357",2,"3","2","2"
"3358",2,"2","1","3"
"3359",2,"4","1","2"
"3360",2,"6","1","2"
"3361",2,"6","2","7"
"3362",2,"6","2","5"
"3363",2,"5","1","2"
"3364",2,"4","4","5"
"3365",2,"5","2","4"
"3366",2,"5","7","5"
"3367",2,"4","3","3"
"3368",1,"5","2","4"
"3369",1,"6","4","5"
"3370",1,"4","1","1"
"3371",2,"6","1","2"
"3372",1,"5","2","5"
"3373",1,"5","2","3"
"3374",1,"4","2","3"
"3375",2,"2","1","1"
"3376",1,"6","3","4"
"3377",1,"6","5","5"
"3378",1,"5","2","2"
"3379",1,"5","1","2"
"3380",1,"4","1","2"
"3381",1,"3","4","5"
"3382",1,"5","1","2"
"3383",1,"6","6","6"
"3384",1,"6","1","2"
"3385",1,"5","2","6"
"3386",1,"4","5","5"
"3387",1,"6","1","6"
"3388",1,"4","2","3"
"3389",2,"1","1","2"
"3390",2,"1","1","4"
"3391",2,"6","2","4"
"3392",2,"1","1","1"
"3393",2,"6","1","2"
"3394",2,"4","1","2"
"3395",2,"6","1","2"
"3396",2,"4","6","6"
"3397",2,"3","1","4"
"3398",2,"3","3","3"
"3399",2,"1","1","1"
"3400",2,"1","1","3"
"3401",2,"5","1","3"
"3402",2,"5","1","1"
"3403",2,"2","1","3"
"3404",2,"2","2","3"
"3405",2,"2","1","2"
