"","pe_class","enjoy_pe","veggies","fruit"
"8446",1,"5","2","5"
"8447",1,"6","1","4"
"8448",1,"1","1","5"
"8449",2,"1","2","2"
"8450",2,"1","2","6"
"8451",2,"5","1","5"
"8452",1,"5","2","2"
"8453",1,"5","1","2"
"8454",2,"1","4","5"
"8455",2,"1","3","2"
"8456",2,"5","2","3"
"8457",2,"5","2","5"
"8458",1,"5","3","5"
"8459",1,"5","2","5"
"8460",2,"6","2","3"
"8461",1,"6","1","4"
"8462",2,"5","1","2"
"8463",1,"6","2","2"
"8464",2,"4","1","3"
"8465",2,"2","3","5"
"8466",2,"5","4","6"
"8467",2,"1","1","2"
"8468",2,"5","3","6"
"8469",2,"3","3","5"
"8470",2,"4","1","3"
"8471",2,"3","2","5"
"8472",2,"2","4","7"
"8473",2,"6","2","5"
"8474",2,"1","2","3"
"8475",2,"5","2","2"
"8476",1,"6","2","4"
"8477",2,"1","1","3"
"8478",1,"2","1","2"
"8479",2,"6","3","2"
"8480",2,"5","2","2"
"8481",2,"3","2","4"
"8482",2,"1","1","2"
"8483",1,"5","3","6"
"8484",2,"5","3","3"
"8485",1,"5","1","2"
"8486",1,"2","2","5"
"8487",2,"6","3","6"
"8488",2,"5","3","3"
"8489",2,"4","1","4"
"8490",1,"5","3","4"
"8491",1,"6","1","5"
"8492",1,"5","2","2"
"8493",1,"5","2","2"
"8494",1,"5","4","5"
"8495",2,"5","2","6"
"8496",2,"2","1","1"
"8497",2,"3","2","7"
"8498",2,"3","2","3"
"8499",1,"5","1","3"
"8500",2,"6","2","7"
"8501",1,"2","1","2"
"8502",1,"4","2","4"
"8503",1,"6","1","4"
"8504",2,"1","4","6"
"8505",2,"6","1","7"
"8506",1,"4","2","2"
"8507",1,"4","2","1"
"8508",1,"4","3","3"
"8509",1,"6","1","1"
"8510",2,"4","2","2"
"8511",1,"6","2","4"
"8512",1,"5","2","3"
"8513",1,"4","1","5"
"8514",2,"5","2","7"
"8515",1,"6","2","2"
"8516",2,"1","2","1"
"8517",2,"1","2","3"
"8518",2,"6","7","5"
"8519",2,"5","1","1"
"8520",2,"5","1","2"
"8521",2,"1","1","2"
"8522",2,"2","1","4"
"8523",2,"5","1","4"
"8524",1,"3","5",""
"8525",2,"5","2","2"
"8526",2,"1","1","6"
"8527",2,"4","1","1"
"8528",1,"2","1","6"
"8529",1,"6","2","1"
"8530",1,"5","1","2"
"8531",2,"6","2","6"
"8532",1,"6","4","7"
"8533",1,"4","1","2"
"8534",1,"4","2","3"
"8535",1,"6","3","2"
"8536",1,"4","2","4"
"8537",1,"6","",""
"8538",2,"5","2","2"
"8539",2,"5","1","2"
"8540",2,"2","1","3"
"8541",2,"1","3","2"
"8542",2,"2","1","1"
"8543",2,"6","1","4"
"8544",1,"6","1","5"
"8545",2,"1","2","2"
"8546",2,"6","2","7"
"8547",2,"6","6","7"
"8548",2,"1","1","3"
"8549",2,"1","1","3"
"8550",2,"4","5","3"
"8551",2,"5","3","6"
"8552",2,"5","2","2"
"8553",2,"4","2","4"
"8554",2,"4","1","3"
"8555",2,"5","3","2"
"8556",2,"5","2","1"
"8557",2,"4","2","3"
"8558",2,"5","2","6"
"8559",2,"4","1","1"
"8560",2,"4","1","5"
"8561",2,"5","3","2"
"8562",0,"4","1","4"
"8563",2,"5","2","4"
"8564",2,"1","1","2"
"8565",2,"1","3","4"
"8566",2,"4","3","3"
"8567",2,"1","2","3"
"8568",2,"1","3","4"
"8569",2,"1","2","2"
"8570",2,"3","1","3"
"8571",2,"3","1","3"
"8572",2,"1","1","2"
"8573",2,"1","1","2"
"8574",2,"1","1","7"
"8575",2,"1","2","5"
"8576",2,"4","2","5"
"8577",1,"1","2","2"
"8578",2,"1","3","4"
"8579",2,"5","2","2"
"8580",0,"","",""
"8581",2,"1","2","2"
"8582",2,"5","2","5"
"8583",2,"6","3","6"
"8584",2,"5","2","2"
"8585",2,"1","3","3"
"8586",2,"4","2","5"
"8587",2,"5","3","2"
"8588",2,"4","7","1"
"8589",2,"2","4","4"
"8590",1,"6","4","6"
"8591",2,"6","2","6"
"8592",2,"5","2","4"
"8593",2,"","","7"
"8594",2,"1","4","5"
"8595",2,"4","1","2"
"8596",2,"6","5","6"
"8597",2,"5","1","2"
"8598",2,"5","1","2"
"8599",2,"1","1","7"
"8600",2,"1","2","7"
"8601",2,"5","3","7"
"8602",1,"5","3","5"
"8603",2,"5","1","5"
"8604",1,"","1","1"
"8605",2,"5","1","2"
"8606",2,"3","2","3"
"8607",2,"1","1","3"
"8608",1,"2","2","2"
"8609",2,"6","1","6"
"8610",2,"1","1","6"
"8611",2,"1","2","3"
"8612",2,"1","1","7"
"8613",2,"6","2","3"
"8614",2,"5","1","2"
"8615",2,"1","2","3"
"8616",2,"1","3","6"
"8617",2,"1","1","2"
"8618",2,"5","5","4"
"8619",2,"5","2","2"
"8620",2,"6","2","6"
"8621",2,"1","3","2"
"8622",2,"1","2","2"
"8623",2,"2","1","5"
"8624",1,"4","3","4"
"8625",1,"6","1","6"
"8626",1,"6","2","3"
"8627",2,"5","1","2"
"8628",2,"6","7","7"
"8629",1,"6","2","1"
"8630",1,"6","2","2"
"8631",2,"6","2","2"
"8632",1,"6","2","6"
"8633",1,"4","1","6"
"8634",2,"5","2","3"
"8635",2,"5","2","6"
"8636",1,"5","1","1"
"8637",2,"5","2","7"
"8638",1,"5","1","3"
"8639",2,"5","2","1"
"8640",1,"6","2","2"
"8641",2,"6","2","5"
"8642",2,"4","",""
"8643",1,"6","2","3"
"8644",0,"5","2","3"
"8645",1,"1","3","2"
"8646",1,"5","2","1"
"8647",2,"4","1","2"
"8648",2,"4","1","2"
"8649",1,"5","2","6"
"8650",2,"6","1","1"
"8651",1,"6","3","5"
"8652",1,"4","2","2"
"8653",1,"4","4","4"
"8654",2,"1","2","1"
"8655",2,"1","1","3"
"8656",2,"5","1","3"
"8657",2,"1","1","2"
"8658",2,"4","2","3"
"8659",2,"1","7","7"
"8660",2,"5","1","2"
"8661",2,"5","1","1"
"8662",2,"3","2","4"
"8663",2,"5","2","2"
"8664",2,"6","2","3"
"8665",2,"1","2","2"
"8666",2,"5","1","3"
"8667",2,"1","1","1"
"8668",2,"6","2","6"
"8669",2,"1","2","2"
"8670",2,"1","1","2"
"8671",2,"1","2","4"
"8672",2,"6","7","6"
"8673",1,"5","2","2"
"8674",2,"4","1","4"
"8675",2,"1","1","1"
"8676",2,"1","2","7"
"8677",2,"1","1","3"
"8678",2,"4","2","2"
"8679",2,"1","1","7"
"8680",1,"6","2","2"
"8681",1,"6","1","3"
"8682",2,"4","1","7"
"8683",2,"5","3","3"
"8684",2,"5","7","7"
"8685",2,"1","1","1"
"8686",2,"1","1","2"
"8687",2,"1","1","2"
"8688",2,"1","2","2"
"8689",2,"6","1","3"
"8690",2,"1","1","2"
"8691",2,"5","7","7"
"8692",2,"4","2","3"
"8693",2,"1","2","3"
"8694",2,"1","3","3"
"8695",2,"1","5","5"
"8696",2,"5","1","2"
"8697",2,"1","2","4"
"8698",2,"1","2","2"
"8699",2,"1","2","2"
"8700",1,"6","1","2"
"8701",1,"4","1","3"
"8702",1,"6","2","4"
"8703",1,"6","2","7"
"8704",1,"6","5","6"
"8705",2,"1","4","4"
"8706",1,"6","1","2"
"8707",1,"6","2","5"
"8708",2,"4","2","7"
"8709",1,"6","2","3"
"8710",1,"1","1","2"
"8711",2,"1","4","6"
"8712",1,"4","1","2"
"8713",2,"1","1","2"
"8714",1,"4","2","4"
"8715",1,"4","1","6"
"8716",2,"1","1","1"
"8717",2,"2","3","3"
"8718",2,"1","2","3"
"8719",2,"1","","2"
"8720",2,"1","1","3"
"8721",2,"1","2","3"
"8722",2,"1","4","5"
"8723",1,"6","7","7"
"8724",1,"6","2","2"
"8725",2,"6","2","5"
"8726",1,"5","1","3"
"8727",1,"2","1","4"
"8728",2,"1","2","1"
"8729",2,"1","1","5"
"8730",2,"1","2","6"
"8731",2,"1","1","2"
"8732",2,"1","2","7"
"8733",2,"1","1","2"
"8734",2,"6","1","2"
"8735",1,"2","1","2"
"8736",1,"5","2","2"
"8737",2,"4","1","2"
"8738",2,"1","2","5"
"8739",2,"1","2","2"
"8740",2,"1","5","5"
"8741",2,"1","2","2"
"8742",2,"4","2","1"
"8743",2,"1","3","7"
"8744",2,"1","1","3"
"8745",2,"5","7","7"
"8746",2,"1","1","3"
"8747",1,"5","2","4"
"8748",2,"4","4","6"
"8749",2,"1","2","7"
"8750",2,"1","4","3"
"8751",2,"1","2","4"
"8752",2,"1","3","5"
"8753",2,"1","3","3"
"8754",2,"1","2","4"
"8755",2,"6","5","5"
"8756",2,"2","1","3"
"8757",2,"2","4","4"
"8758",2,"1","4","3"
"8759",1,"2","1","7"
"8760",2,"5","2","5"
"8761",2,"1","1","1"
"8762",2,"4","1","2"
"8763",2,"3","4","3"
"8764",1,"5","3","4"
"8765",2,"1","2","4"
"8766",2,"1","3","3"
"8767",2,"5","1","7"
"8768",2,"1","2","6"
"8769",1,"5","1","2"
"8770",2,"5","3","5"
"8771",1,"5","",""
"8772",2,"4","2","2"
"8773",2,"6","2","1"
"8774",1,"4","1","2"
"8775",2,"1","1","2"
"8776",2,"1","2","2"
"8777",2,"4","2","3"
"8778",2,"1","2","5"
"8779",2,"4","1","1"
"8780",2,"1","2","6"
"8781",2,"4","1","7"
"8782",1,"1","1","2"
"8783",2,"5","1","2"
"8784",2,"4","2","2"
"8785",1,"5","7","7"
"8786",2,"5","2","2"
"8787",2,"1","2","4"
"8788",2,"5","1","2"
"8789",2,"1","1","2"
"8790",1,"6","4","6"
"8791",2,"1","1","3"
"8792",1,"4","3","4"
"8793",2,"1","2","2"
"8794",2,"1","1","2"
"8795",1,"6","7","7"
"8796",1,"2","2","1"
"8797",1,"5","2","6"
"8798",2,"4","1","5"
"8799",2,"5","2","2"
"8800",1,"3","1","1"
"8801",2,"5","2","5"
"8802",1,"5","2","7"
"8803",2,"6","5","2"
"8804",1,"6","2","2"
"8805",2,"5","4","6"
"8806",1,"5","1","3"
"8807",2,"4","1","2"
"8808",2,"5","1","5"
"8809",2,"5","1","2"
"8810",0,"1","2","2"
"8811",2,"2","3","3"
"8812",2,"1","2","2"
"8813",2,"5","7","3"
"8814",2,"1","2","3"
"8815",2,"1","2","1"
"8816",2,"5","2","5"
"8817",1,"6","2","1"
"8818",2,"1","3","2"
"8819",2,"1","2","1"
"8820",2,"1","1","1"
"8821",2,"1","1","2"
"8822",2,"1","2","4"
"8823",1,"6","2","2"
"8824",1,"6","2","3"
"8825",2,"4","2","4"
"8826",2,"6","2","6"
"8827",1,"5","1","3"
"8828",1,"6","1","3"
"8829",1,"6","2","7"
"8830",2,"1","1","2"
"8831",2,"6","2","4"
"8832",2,"3","3","1"
"8833",2,"2","3","2"
"8834",2,"1","2","1"
"8835",1,"6","2","6"
"8836",2,"6","2","3"
"8837",2,"1","1","1"
"8838",2,"5","2","4"
"8839",2,"1","2","3"
"8840",1,"5","1","3"
"8841",1,"6","1","2"
"8842",2,"6","1","3"
"8843",1,"4","3","5"
"8844",1,"6","1","2"
"8845",2,"1","1","3"
"8846",2,"1","4","5"
"8847",2,"1","2","5"
"8848",2,"4","2","5"
"8849",2,"1","1","2"
"8850",2,"3","2","5"
"8851",1,"6","3","7"
"8852",2,"6","1","2"
"8853",1,"4","3","7"
"8854",1,"5","1","2"
"8855",2,"2","2","1"
"8856",1,"6","2","5"
"8857",2,"4","2","2"
"8858",1,"5","2","6"
"8859",2,"6","1","2"
"8860",2,"4","2","2"
"8861",1,"1","1","5"
"8862",1,"6","5","5"
"8863",2,"6","1","5"
"8864",2,"5","3","5"
"8865",2,"2","4","1"
"8866",2,"2","3","7"
"8867",2,"5","2","5"
"8868",2,"5","2","2"
"8869",2,"6","2","4"
"8870",2,"6","5","7"
"8871",2,"4","2","5"
"8872",2,"5","1","2"
"8873",2,"4","1","3"
"8874",2,"6","4","6"
"8875",2,"3","2","2"
"8876",2,"5","3","3"
"8877",2,"4","1","1"
"8878",2,"1","1","3"
"8879",2,"5","1","7"
"8880",2,"4","1","2"
"8881",2,"5","4","5"
"8882",2,"6","2","2"
"8883",2,"6","4","5"
"8884",2,"5","3","3"
"8885",2,"5","2","6"
"8886",2,"6","4","5"
"8887",2,"3","2","2"
"8888",2,"3","2","2"
"8889",2,"5","2","2"
"8890",2,"4","1","2"
"8891",2,"6","2","2"
"8892",2,"5","1","2"
"8893",2,"5","3","4"
"8894",2,"6","2","5"
"8895",2,"5","3","3"
"8896",2,"5","2","2"
"8897",2,"5","1","1"
"8898",2,"6","1","2"
"8899",2,"5","1","3"
"8900",2,"6","1","7"
"8901",2,"4","2","7"
"8902",2,"4","1","1"
"8903",2,"4","1","6"
"8904",2,"4","2","4"
"8905",2,"3","3","4"
"8906",2,"3","3","6"
"8907",2,"3","1","4"
"8908",2,"5","2","2"
"8909",2,"4","1","2"
"8910",2,"4","1","5"
"8911",2,"5","1","5"
"8912",2,"5","2","5"
"8913",2,"5","3","5"
"8914",2,"4","2","6"
"8915",2,"3","4","5"
"8916",2,"6","2","5"
"8917",2,"6","3","5"
"8918",2,"1","2","5"
"8919",2,"5","1","2"
"8920",2,"6","6","6"
"8921",2,"4","1","1"
"8922",2,"4","5","2"
"8923",2,"4","5","5"
"8924",2,"4","1","2"
"8925",2,"3","1","2"
"8926",2,"6","1","7"
"8927",2,"5","1","2"
"8928",2,"1","2","2"
"8929",2,"1","2","3"
"8930",2,"1","1","2"
"8931",2,"5","1","3"
"8932",2,"1","2","2"
"8933",2,"6","1","3"
"8934",2,"4","1","1"
"8935",2,"4","1","1"
"8936",2,"6","3","5"
"8937",2,"6","4","4"
"8938",2,"1","4","3"
"8939",2,"5","2","5"
"8940",2,"1","1","3"
"8941",2,"1","1","2"
"8942",2,"1","2","3"
"8943",2,"6","1","5"
"8944",2,"5","1","3"
"8945",2,"5","2","6"
"8946",2,"2","2","2"
"8947",2,"1","1","1"
"8948",2,"5","",""
"8949",2,"1","3","2"
"8950",2,"1","",""
"8951",0,"1","2","3"
"8952",2,"6","4","6"
"8953",2,"1","1","4"
"8954",2,"5","1","2"
"8955",2,"6","1","2"
"8956",2,"4","3","3"
"8957",2,"4","1","1"
"8958",2,"5","5","2"
"8959",2,"1","2","2"
"8960",2,"5","1","2"
"8961",2,"1","2","5"
"8962",2,"1","1","6"
"8963",2,"4","1","2"
"8964",2,"3","4","2"
"8965",2,"1","1","7"
"8966",2,"5","1","3"
"8967",2,"6","3","3"
"8968",2,"1","3","7"
"8969",2,"5","2","3"
"8970",1,"5","5","3"
"8971",2,"4","1","2"
"8972",2,"1","4","2"
"8973",2,"3","2","2"
"8974",2,"1","2","4"
"8975",2,"6","2","2"
"8976",2,"4","1","3"
"8977",2,"5","",""
"8978",2,"1","1","2"
"8979",2,"1","2","2"
"8980",2,"1","2","6"
"8981",2,"1","1","3"
"8982",2,"5","3","7"
"8983",2,"4","1","2"
"8984",2,"5","2","3"
"8985",2,"5","3","7"
"8986",2,"1","3","1"
"8987",2,"1","2","2"
"8988",2,"4","3","2"
"8989",2,"1","2","5"
"8990",2,"1","3","3"
"8991",2,"4","3","6"
"8992",2,"5","2","2"
"8993",2,"5","1","3"
"8994",2,"5","1","7"
"8995",2,"4","2","7"
"8996",2,"4","2","2"
"8997",2,"2","1","2"
"8998",2,"5","1","2"
"8999",2,"2","2","4"
"9000",2,"5","3","3"
"9001",2,"6","1","3"
"9002",2,"5","2","5"
"9003",2,"1","1","6"
"9004",2,"5","1","2"
"9005",2,"3","3","2"
"9006",2,"4","2","5"
"9007",2,"1","1","5"
"9008",2,"5","1","2"
"9009",2,"1","1","2"
"9010",2,"1","1","4"
"9011",2,"3","2","1"
"9012",2,"3","2","3"
"9013",2,"1","1","1"
"9014",2,"6","1","2"
"9015",1,"4","1","2"
"9016",2,"1","3","5"
"9017",2,"1","2","2"
"9018",2,"1","1","2"
"9019",2,"5","2","5"
"9020",2,"1","1","4"
"9021",2,"1","3","2"
"9022",2,"5","2","5"
"9023",2,"5","2","4"
"9024",2,"6","2","4"
"9025",2,"6","1","5"
"9026",2,"4","3","2"
"9027",2,"2","3","2"
"9028",2,"1","5","4"
"9029",2,"4","2","2"
"9030",2,"1","2","2"
"9031",2,"5","7","6"
"9032",2,"6","1","1"
"9033",2,"1","2","1"
"9034",2,"1","1","2"
"9035",2,"5","1","3"
"9036",2,"5","3","2"
"9037",2,"6","4","3"
"9038",2,"5","4","4"
"9039",2,"6","","2"
"9040",2,"5","1","2"
"9041",2,"1","",""
"9042",2,"6","1","2"
"9043",2,"5","1","1"
"9044",1,"6","1","2"
"9045",2,"1","2","1"
"9046",2,"1","1","3"
"9047",2,"4","2","3"
"9048",2,"4","1","2"
"9049",2,"1","3","3"
"9050",2,"4","1","2"
"9051",2,"6","2","5"
"9052",2,"4","1","4"
"9053",2,"1","3","2"
"9054",0,"","",""
"9055",2,"5","1","2"
"9056",2,"4","2","7"
"9057",2,"4","2","2"
"9058",2,"6","1","7"
"9059",2,"5","1","2"
"9060",2,"5","","5"
"9061",2,"5","4","4"
"9062",2,"5","1","2"
"9063",2,"5","3","3"
"9064",2,"5","2","2"
"9065",2,"3","2","2"
"9066",2,"5","2","6"
"9067",2,"2","1","2"
"9068",1,"5","2","1"
"9069",1,"6","2","3"
"9070",2,"3","3","3"
"9071",1,"5","2","1"
"9072",2,"5","2","4"
"9073",1,"4","2","2"
"9074",1,"5","1","2"
"9075",1,"3","2","2"
"9076",1,"5","3","2"
"9077",1,"6","1","2"
"9078",2,"4","2","4"
"9079",2,"5","4","5"
"9080",1,"5","3","5"
"9081",1,"5","2","2"
"9082",1,"5","2","3"
"9083",1,"5","4","5"
"9084",1,"5","3","3"
"9085",2,"5","2","1"
"9086",1,"2","2","3"
"9087",2,"2","2","2"
"9088",1,"4","2","5"
"9089",1,"6","7","7"
"9090",1,"4","1","3"
"9091",1,"6","2","2"
"9092",1,"2","2","1"
"9093",1,"4","3","2"
"9094",1,"4","1","2"
"9095",1,"5","1","2"
"9096",2,"6","2","7"
"9097",1,"4","1","2"
"9098",1,"4","4","3"
"9099",2,"4","2","2"
"9100",1,"5","2","1"
"9101",2,"4","1","2"
"9102",1,"6","1","3"
"9103",1,"5","1","3"
"9104",1,"4","4","5"
"9105",2,"1","2","3"
"9106",2,"4","3","1"
"9107",2,"1","4","5"
"9108",1,"5","4","2"
"9109",2,"6","2","2"
"9110",1,"5","1","6"
"9111",2,"3","3","4"
"9112",0,"","",""
"9113",0,"","",""
"9114",2,"6","4","7"
"9115",2,"4","3","3"
"9116",2,"6","",""
"9117",0,"","",""
"9118",1,"6","1","2"
"9119",2,"6","1","2"
"9120",1,"4","5","5"
"9121",1,"5","2","6"
"9122",1,"6","4","5"
"9123",1,"5","1","6"
"9124",1,"6","2","2"
"9125",1,"5","2","7"
"9126",1,"6","2","4"
"9127",1,"6","4","5"
"9128",1,"3","1","1"
"9129",1,"4","3","3"
"9130",1,"5","2","5"
"9131",1,"5","1","1"
"9132",1,"5","6","5"
"9133",2,"6","7","1"
"9134",2,"5","3","2"
"9135",2,"6","3","3"
"9136",1,"5","2","1"
"9137",1,"5","2","5"
"9138",1,"5","4","5"
"9139",2,"1","4","5"
"9140",2,"1","2","3"
"9141",2,"6","2","1"
"9142",2,"1","1","2"
"9143",2,"1","1","2"
"9144",2,"1","1","4"
"9145",2,"1","1","2"
"9146",2,"1","2","3"
"9147",2,"1","1","4"
"9148",2,"1","2","4"
"9149",2,"5","1","3"
"9150",2,"6","2","5"
"9151",2,"1","2","4"
"9152",2,"1","3","2"
"9153",2,"1","4","5"
"9154",2,"4","1","1"
"9155",2,"6","4","6"
"9156",2,"5","2","5"
"9157",2,"5","3","3"
"9158",2,"1","1","4"
"9159",2,"1","1","2"
"9160",2,"1","2","3"
"9161",2,"1","2","4"
"9162",2,"5","2","3"
"9163",2,"5","3","7"
"9164",2,"6","2","2"
"9165",2,"5","2","3"
"9166",2,"2","1","2"
"9167",2,"6","1","2"
"9168",2,"1","1","4"
"9169",2,"4","2","1"
"9170",2,"5","3","4"
"9171",2,"5","4","5"
"9172",2,"5","1","3"
"9173",2,"4","1","3"
"9174",2,"6","1","2"
"9175",2,"1","2","2"
"9176",2,"4","2","3"
"9177",2,"1","4","4"
"9178",2,"4","2","5"
"9179",2,"5","3","5"
"9180",2,"1","3","3"
"9181",2,"1","2","4"
"9182",2,"5","1","4"
"9183",1,"6","1","4"
"9184",2,"6","2","3"
"9185",2,"1","2","2"
"9186",2,"1","3","2"
"9187",2,"5","2","2"
"9188",2,"4","5","6"
"9189",2,"5","1","2"
"9190",2,"1","1","2"
"9191",2,"3","2","1"
"9192",2,"1","1","1"
"9193",2,"1","1","2"
"9194",2,"5","2","2"
"9195",2,"5","1","4"
"9196",2,"5","2","3"
"9197",2,"6","1","2"
"9198",2,"4","3","3"
"9199",2,"2","3","3"
"9200",2,"5","1","2"
"9201",2,"4","2","3"
"9202",2,"5","1","1"
"9203",2,"3","3","5"
"9204",0,"","",""
"9205",2,"5","4","6"
"9206",2,"5","2","4"
"9207",2,"5","1","2"
"9208",2,"3","2","3"
"9209",2,"6","2","3"
"9210",2,"4","3","5"
"9211",2,"6","1","3"
"9212",2,"4","3","2"
"9213",2,"5","1","1"
"9214",2,"5","2","5"
"9215",1,"5","2","4"
"9216",1,"5","1","2"
"9217",1,"5","2","5"
"9218",1,"5","2","3"
"9219",1,"5","1","1"
"9220",1,"4","2","3"
"9221",1,"4","3","4"
"9222",1,"6","3","5"
"9223",1,"5","2","4"
"9224",1,"5","5","5"
"9225",1,"5","1","3"
"9226",1,"5","1","4"
"9227",1,"5","2","5"
"9228",1,"5","2","2"
"9229",1,"3","1","2"
"9230",1,"5","2","2"
"9231",1,"4","1","2"
"9232",1,"6","2","5"
"9233",1,"5","2","3"
"9234",1,"5","1","2"
"9235",2,"6","3","2"
"9236",2,"4","2","4"
"9237",2,"4","5","6"
"9238",1,"2","1","6"
"9239",2,"5","2","1"
"9240",1,"6","2","6"
"9241",1,"4","3","2"
"9242",2,"1","1","2"
"9243",0,"","",""
"9244",0,"","2","1"
"9245",0,"6","","1"
"9246",0,"","",""
"9247",1,"6","1","4"
"9248",1,"5","4","4"
"9249",2,"1","1","1"
"9250",2,"1","1","3"
"9251",2,"5","2","4"
"9252",2,"1","2","5"
"9253",2,"1","4","2"
"9254",2,"1","2","2"
"9255",1,"5","1","5"
"9256",2,"5","2","3"
"9257",2,"6","3","4"
"9258",2,"1","1","3"
"9259",2,"1","2","5"
"9260",2,"1","1","3"
"9261",2,"4","2","2"
"9262",2,"6","2","4"
"9263",2,"1","2","2"
"9264",2,"1","1","3"
"9265",2,"1","3","2"
"9266",2,"5","2","2"
"9267",2,"1","2","2"
"9268",2,"1","1","2"
"9269",2,"1","2","2"
"9270",2,"1","4","5"
"9271",2,"1","2","2"
"9272",2,"1","4","2"
"9273",2,"1","3","5"
"9274",2,"1","4","5"
"9275",2,"1","2","2"
"9276",2,"5","1","4"
"9277",1,"4","1","7"
"9278",1,"4","1","5"
"9279",1,"6","1","3"
"9280",2,"1","2","7"
"9281",2,"1","4","3"
"9282",2,"1","1","5"
"9283",2,"4","2","2"
"9284",2,"6","2","2"
"9285",2,"3","2","2"
"9286",2,"5","2","2"
"9287",1,"6","1","7"
"9288",2,"5","1","3"
"9289",2,"4","1","2"
"9290",2,"5","2","3"
"9291",2,"6","2","6"
"9292",2,"5","2","1"
"9293",2,"1","2","3"
"9294",2,"5","1","4"
"9295",1,"2","2","2"
"9296",2,"3","1","4"
"9297",1,"6","2","2"
"9298",2,"1","4","4"
"9299",1,"6","2","2"
"9300",2,"3","3","4"
"9301",1,"5","1","3"
"9302",1,"2","1","1"
"9303",2,"1","3","6"
"9304",1,"1","1","7"
"9305",2,"5","1","2"
"9306",1,"6","2","2"
"9307",1,"5","1","3"
"9308",2,"3","1","4"
"9309",2,"4","1","3"
"9310",2,"1","1","2"
"9311",2,"1","3","3"
"9312",1,"6","1","1"
"9313",1,"6","1","2"
"9314",2,"1","2","2"
"9315",2,"5","2","4"
"9316",2,"4","1","6"
"9317",1,"2","2","6"
"9318",2,"1","6","3"
"9319",0,"1","1","2"
"9320",2,"1","4","3"
"9321",2,"1","2","2"
"9322",2,"3","3","3"
"9323",2,"4","1","2"
"9324",2,"1","1","1"
"9325",2,"6","3","5"
"9326",2,"4","1","5"
"9327",1,"4","2","2"
"9328",1,"5","4","7"
"9329",2,"2","1","2"
"9330",1,"5","2","2"
"9331",1,"5","5","7"
"9332",1,"4","","5"
"9333",1,"3","4","6"
"9334",1,"4","1","3"
"9335",1,"6","2","6"
"9336",2,"1","5","2"
"9337",1,"4","7","7"
"9338",1,"4","3","5"
"9339",1,"4","6","7"
"9340",2,"5","1","5"
"9341",1,"4","4","6"
"9342",1,"5","3","7"
"9343",1,"5","7","3"
"9344",2,"5","2","2"
"9345",1,"5","4","7"
"9346",2,"5","1","2"
"9347",2,"3","2","2"
"9348",2,"5","1","2"
"9349",2,"5","2","5"
"9350",2,"3","3","2"
"9351",2,"4","3","5"
"9352",2,"5","2","3"
"9353",2,"4","4","6"
"9354",1,"5","4","7"
"9355",2,"6","3","7"
"9356",2,"5","7","7"
"9357",2,"3","3","4"
"9358",2,"5","2","2"
"9359",1,"6","2","5"
"9360",2,"","3","1"
"9361",2,"5","3","5"
"9362",2,"3","3","4"
"9363",2,"6","2","5"
"9364",2,"2","2","2"
"9365",2,"4","1","5"
"9366",2,"5","1","2"
"9367",2,"6","2","5"
"9368",2,"4","2","3"
"9369",2,"4","1","3"
"9370",2,"4","4","2"
"9371",2,"5","2","6"
"9372",2,"5","3","3"
"9373",2,"5","2","3"
"9374",2,"5","4","5"
"9375",2,"4","2","4"
"9376",2,"4","1","2"
"9377",2,"6","2","2"
"9378",2,"6","5","5"
"9379",2,"5","2","5"
"9380",2,"6","1","2"
"9381",1,"6","1","4"
"9382",2,"2","3","5"
"9383",0,"","1","1"
"9384",1,"5","",""
"9385",0,"","",""
"9386",1,"5","",""
"9387",2,"3","4","4"
"9388",2,"5","2","3"
"9389",2,"5","2","4"
"9390",2,"2","1","2"
"9391",2,"3","1","2"
"9392",2,"4","3","3"
"9393",2,"5","4","5"
"9394",2,"5","4","6"
"9395",2,"4","2","5"
"9396",2,"6","4","3"
"9397",2,"6","2","6"
"9398",2,"6","2","3"
"9399",2,"5","2","3"
"9400",2,"4","1","1"
"9401",2,"6","7","7"
"9402",1,"5","2","3"
"9403",1,"5","7","6"
"9404",2,"4","2","3"
"9405",2,"2","3","2"
"9406",2,"3","4","5"
"9407",2,"4","2","4"
"9408",2,"5","1","4"
"9409",2,"5","2","3"
"9410",2,"6","2","5"
"9411",2,"4","2","1"
"9412",2,"5","4","6"
"9413",2,"5","2","3"
"9414",2,"4","2","3"
"9415",2,"5","2","3"
"9416",2,"5","2","5"
"9417",2,"3","4","5"
"9418",2,"4","4","4"
"9419",2,"5","2","2"
"9420",2,"5","3","4"
"9421",2,"3","3","2"
"9422",2,"5","2","3"
"9423",2,"5","2","3"
"9424",2,"4","1","2"
"9425",1,"2","5","5"
"9426",1,"5","5","3"
"9427",1,"4","",""
"9428",2,"5","3","2"
"9429",1,"5","1","6"
"9430",2,"1","1","2"
"9431",2,"5","1","2"
"9432",1,"6","1","2"
"9433",0,"","1","2"
"9434",1,"5","2","2"
"9435",2,"1","4","5"
"9436",2,"1","6","5"
"9437",2,"6","",""
"9438",2,"5","",""
"9439",2,"2","2","2"
"9440",1,"5","2","2"
"9441",1,"5","2","1"
"9442",1,"3","",""
"9443",1,"5","1","1"
"9444",2,"3","1","3"
"9445",1,"6","","4"
"9446",1,"6","1","3"
"9447",1,"6","2","7"
"9448",1,"4","1","3"
